wl(um),n
0.217425,1.24987912137
0.217926,1.25768130198
0.218429,1.26560968948
0.218932,1.27369674122
0.219437,1.28198451224
0.219943,1.29052623665
0.22045,1.29938734106
0.220958,1.30864587954
0.221467,1.31839208487
0.221978,1.3287267419
0.22249,1.33975798765
0.223003,1.35159638646
0.223517,1.36434873474
0.224032,1.37811005791
0.224548,1.39295456238
0.225066,1.40892642145
0.225585,1.42603023717
0.226105,1.44422324677
0.226626,1.46340890678
0.227149,1.48343365004
0.227672,1.50408663589
0.228197,1.52510337026
0.228723,1.54617299385
0.22925,1.56694905319
0.229779,1.58706329912
0.230308,1.60614186324
0.230839,1.62382258464
0.231372,1.63977265738
0.231905,1.65370542802
0.232439,1.66539523802
0.232975,1.67468924157
0.233512,1.68151552396
0.234051,1.68588643118
0.23459,1.68789751825
0.235131,1.68772132905
0.235673,1.68559697616
0.236216,1.68181583244
0.236761,1.67670494624
0.237307,1.6706088425
0.237854,1.66387168963
0.238402,1.65682096946
0.238952,1.64975388886
0.239502,1.64292702059
0.240055,1.63655031495
0.240608,1.6307843493
0.241163,1.62574149805
0.241718,1.62148949506
0.242276,1.61805708421
0.242834,1.61544082776
0.243394,1.61361203563
0.243955,1.61252382926
0.244517,1.61211716918
0.245081,1.61232612811
0.245646,1.61308219443
0.246212,1.61431730258
0.24678,1.6159662475
0.247349,1.61796785839
0.247919,1.62026593532
0.248491,1.6228094681
0.249063,1.62555253072
0.249638,1.62845406805
0.250213,1.63147759707
0.25079,1.63459089393
0.251368,1.63776571576
0.251947,1.64097784847
0.252528,1.6442071307
0.25311,1.64743787205
0.253694,1.65065950827
0.254279,1.65386740836
0.254865,1.6570640635
0.255452,1.66026064578
0.256041,1.66347863355
0.256631,1.66675184296
0.257223,1.67012869211
0.257816,1.67367456964
0.25841,1.67747424453
0.259006,1.68163436227
0.259603,1.68628561579
0.260202,1.69158453761
0.260801,1.6977145789
0.261403,1.70488644055
0.262005,1.71333720855
0.262609,1.7233281163
0.263215,1.73514112083
0.263821,1.74907402968
0.264429,1.76543433292
0.265039,1.78453198137
0.26565,1.80667130729
0.266262,1.83214247785
0.266876,1.86121264302
0.267491,1.89411726744
0.268108,1.93105190244
0.268726,1.97216463857
0.269346,2.01754957937
0.269967,2.06724132738
0.270589,2.12121077609
0.271213,2.17936211936
0.271838,2.24153095919
0.272464,2.30748361285
0.273093,2.37691731807
0.273722,2.44946126227
0.274353,2.52467855416
0.274986,2.60206913056
0.275619,2.68107516541
0.276255,2.76109056753
0.276892,2.84147918593
0.27753,2.92160785263
0.27817,3.00090244212
0.278811,3.07893472473
0.279454,3.15554249729
0.280098,3.23097188005
0.280744,3.30601128645
0.281391,3.38206317849
0.282039,3.46108827436
0.28269,3.5453703241
0.283341,3.63709909042
0.283994,3.73784386489
0.284649,3.84805588534
0.285305,3.96675746586
0.285963,4.09152864429
0.286622,4.21880958466
0.287283,4.34443967191
0.287945,4.46429267087
0.288609,4.57485553722
0.289274,4.67363189222
0.289941,4.7593106103
0.29061,4.83170534855
0.291279,4.89152305141
0.291951,4.94004791776
0.292624,4.97882643844
0.293299,5.0094161588
0.293975,5.03322628556
0.294652,5.05144700297
0.295332,5.06504456903
0.296012,5.07479330497
0.296695,5.08131987828
0.297379,5.08514473442
0.298064,5.08671354075
0.298751,5.0864183191
0.29944,5.08460991824
0.30013,5.08160505244
0.300822,5.07768993152
0.301516,5.07312238023
0.302211,5.06813314151
0.302907,5.06292702659
0.303606,5.05768394721
0.304306,5.05256005412
0.305007,5.04768893197
0.30571,5.04318285939
0.306415,5.03913415056
0.307121,5.03561659193
0.307829,5.03268687825
0.308539,5.03038616766
0.30925,5.02874161737
0.309963,5.02776786258
0.310678,5.02746867895
0.311394,5.02783821381
0.312112,5.02886266156
0.312831,5.03052142452
0.313552,5.03278842582
0.314275,5.03563336753
0.315,5.03902274095
0.315726,5.0429210585
0.316453,5.04729180503
0.317183,5.05209846481
0.317914,5.05730544044
0.318647,5.0628789112
0.319382,5.06878746058
0.320118,5.07500264556
0.320856,5.08149936806
0.321595,5.08825595558
0.322337,5.09525433205
0.32308,5.10247988588
0.323825,5.10992133832
0.324571,5.11757044642
0.325319,5.1254218936
0.326069,5.13347293079
0.326821,5.14172305741
0.327574,5.1501738404
0.328329,5.15882851478
0.329086,5.16769178527
0.329845,5.17676940909
0.330605,5.18606804661
0.331367,5.19559501096
0.332131,5.20535818826
0.332897,5.21536612334
0.333664,5.22562843324
0.334434,5.23615641734
0.335205,5.24696432258
0.335977,5.25807076388
0.336752,5.2695009067
0.337528,5.28128864858
0.338306,5.29347924685
0.339086,5.30613190419
0.339868,5.31932243698
0.340651,5.33314568232
0.341436,5.34771811928
0.342224,5.36318019291
0.343012,5.37969933286
0.343803,5.3974732957
0.344596,5.41673461004
0.34539,5.43775650229
0.346186,5.46086047004
0.346984,5.48642653735
0.347784,5.51490607605
0.348586,5.54683877214
0.34939,5.58287358326
0.350195,5.62379331837
0.351002,5.67053863588
0.351811,5.72422022221
0.352622,5.78609852049
0.353435,5.85750173048
0.35425,5.93965149264
0.355067,6.0333828594
0.355885,6.13878180241
0.356706,6.25481452142
0.357528,6.3790638299
0.358352,6.50769415883
0.359178,6.63572336764
0.360006,6.75759664082
0.360836,6.86796396065
0.361668,6.96249103273
0.362502,7.03850586441
0.363337,7.09531031543
0.364175,7.13406388436
0.365014,7.15726175307
0.365856,7.16795073313
0.366699,7.16891470463
0.367544,7.162070937
0.368392,7.14823773182
0.369241,7.12729179079
0.370092,7.09859680007
0.370945,7.06151507007
0.3718,7.01582665915
0.372658,6.96195221299
0.373517,6.90096043968
0.374378,6.8344080542
0.375241,6.76409211857
0.376106,6.69179571181
0.376973,6.61908715563
0.377842,6.54720282192
0.378713,6.47701422285
0.379586,6.40906064709
0.380461,6.34361881652
0.381338,6.28078341145
0.382217,6.2205394372
0.383098,6.1628165983
0.383981,6.10752398393
0.384866,6.05456828544
0.385754,6.0038603258
0.386643,5.95531514777
0.387534,5.90884931774
0.388427,5.86437800473
0.389323,5.82181285448
0.39022,5.78106124094
0.39112,5.74202660135
0.392021,5.70460954963
0.392925,5.66870947047
0.393831,5.63422630418
0.394739,5.6010621767
0.395649,5.56912272647
0.396561,5.53831831711
0.397475,5.5085647945
0.398391,5.47978398454
0.39931,5.45190390487
0.40023,5.42485879434
0.401153,5.39858889958
0.402078,5.37304024839
0.403004,5.34816428458
0.403934,5.32391736086
0.404865,5.30026040711
0.405798,5.27715836671
0.406733,5.25457989672
0.407671,5.23249689303
0.408611,5.21088409033
0.409553,5.18971885754
0.410497,5.16898070261
0.411443,5.14865114736
0.412392,5.12871346698
